Title,Chemical_Name,MW,clogP,TPSA,Acceptor,Donor,RotBonds
F2018-1698,"N-[2-(dimethylamino)ethyl]-N-{10,13-dioxa-4-thia-6-azatricyclo[7.4.0.0^{3,7}]trideca-1,3(7),5,8-tetraen-5-yl}-4-(2,5-dioxopyrrolidin-1-yl)benzamide hydrochloride",480.54,1.64,120.52,6,1,7
F2146-0725,"3-(2-ethoxyethyl)-6-fluoro-2,3-dihydro-1,3-benzothiazol-2-imine; 4-methylbenzene-1-sulfonic acid",240.3,3.44,61.62,1,1,4
F1199-0125,"2-({1-[4-(methoxycarbonyl)phenyl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)pyridine-3-carboxylic acid",386.38,1.99,139.17,7,1,6
F0758-0031,"2,8-dimethyl-4-oxo-3-phenyl-4H-chromen-7-yl acetate",308.33,3.21,52.6,4,0,3
F2515-1622,"N-{4,6-dioxa-10-thia-12-azatricyclo[7.3.0.0^{3,7}]dodeca-1(9),2,7,11-tetraen-11-yl}-2-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-3-yl)methyl]acetamide",424.43,1.52,130.17,7,1,6
F0001-2524,4-cyclobutylbenzaldehyde,160.21,3,17.07,1,0,2
F0200-0002,"1-benzyl-3-[(4-fluorophenyl)amino]pyrrolidine-2,5-dione",298.31,3.68,49.41,3,1,4
F0327-0386,"4-(2,5-dioxopyrrolidin-1-yl)-N-(2-methoxy-4-nitrophenyl)benzamide",369.33,0.56,118.85,6,1,5
F3139-0700,2-{[3-(4-chlorophenyl)-4-oxo-4H-chromen-7-yl]oxy}acetonitrile,311.72,2.78,59.32,4,0,3
F3292-0445,"2-{4-methoxy-6-methyl-2H,5H,6H,7H,8H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl}-1-(3-methoxyphenyl)ethan-1-one",369.41,3.85,57.23,5,1,5
F3139-0614,"2-(3,4-dimethoxyphenyl)-6-fluoro-4H-chromen-4-one",300.28,3.3,44.76,4,0,3
F3139-0622,2-(2-methoxyphenyl)-6-methyl-4H-chromen-4-one,266.29,3.39,35.53,3,0,2
F0758-0028,7-methoxy-2-methyl-3-phenyl-4H-chromen-4-one,266.29,3.29,35.53,3,0,2
F3205-0036,"1-[(4-methylphenyl)methyl]-3-{[4-(morpholin-4-yl)phenyl]amino}pyrrolidine-2,5-dione",379.45,3.19,61.88,5,2,5
F3385-0893,7-ethoxy-3-(4-methoxyphenyl)-4H-chromen-4-one,296.32,3.55,44.76,4,0,4
F1800-0200,"ethyl 2-[2-(2-methyl-3,5-dioxothiomorpholin-4-yl)acetamido]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",410.51,4.24,146.32,5,1,6
F3205-0015,"3-[(4-methoxyphenyl)amino]-1-[(4-methylphenyl)methyl]pyrrolidine-2,5-dione",324.37,3.83,58.64,4,1,5
F3097-5834,"2-chloro-N-(2,6-diethylphenyl)-4-nitrobenzamide",332.78,3.09,72.24,3,1,5
F0196-1328,"3-(2,3-dihydro-1,4-benzodioxin-6-yl)-4-oxo-4H-chromen-7-yl acetate",338.31,2.45,71.06,6,0,3
F1175-0183,"2-chloro-N-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)-4-nitrobenzamide",386.79,1.14,95.79,4,2,4
F1799-0488,"1-benzyl-3-(4-benzylpiperazin-1-yl)pyrrolidine-2,5-dione",363.45,4.22,43.86,4,2,5
F0327-0368,"ethyl 4-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]benzoate",366.37,1.76,92.78,5,1,6
F1533-0348,N-(3-methoxyphenyl)piperidine-1-carbothioamide,250.36,2.91,56.59,2,2,3
F1736-0003,"N-(2-chloro-4-nitrophenyl)-2,3-dihydro-1,4-benzodioxine-2-carboxamide",334.71,2.83,90.7,5,1,3
F3023-0301,"2-({1-[4-(ethoxycarbonyl)phenyl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)pyridine-3-carboxylic acid",400.41,2.52,139.17,7,1,7
F0758-0027,"7-methoxy-2,8-dimethyl-3-phenyl-4H-chromen-4-one",280.32,3.78,35.53,3,0,2
F2784-0320,2-chloro-N-[3-methoxy-4-(2-oxopiperidin-1-yl)phenyl]-4-nitrobenzamide,403.82,3.24,101.78,5,1,5
F3205-0063,"2-({2,5-dioxo-1-[4-(trifluoromethoxy)phenyl]pyrrolidin-3-yl}sulfanyl)pyridine-3-carboxylic acid",412.34,2.71,122.1,6,1,5
F3385-1001,2-{[3-(4-bromophenyl)-4-oxo-4H-chromen-7-yl]oxy}acetonitrile,356.17,2.93,59.32,4,0,3
F0196-0909,3-phenyl-7-(propan-2-yloxy)-4H-chromen-4-one,280.32,3.92,35.53,3,0,3
F1799-0249,"1-(4-bromophenyl)-3-[(4-methoxyphenyl)amino]pyrrolidine-2,5-dione",375.22,3.73,58.64,4,1,4
F6195-7343,"N-(3,4-dichlorophenyl)-2-(furan-3-amido)-4H,5H,6H,7H-[1,3]thiazolo[5,4-c]pyridine-5-carboxamide",437.3,3.14,115.71,4,2,4
F1638-0034,"6-(4-chloro-3-nitrophenyl)-5-methyl-2,3,4,5-tetrahydropyridazin-3-one",267.67,1.67,84.6,4,2,2
F2106-0103,2-[(4-oxo-3-phenyl-4H-chromen-7-yl)oxy]acetic acid,296.27,2.38,72.83,5,0,4
F3139-1115,"4-oxo-3-phenyl-4H-chromen-7-yl 2,2-dimethylpropanoate",322.35,3.75,52.6,4,0,3
F3215-0209,"N-(4-chloro-2-nitrophenyl)-2,3-dihydro-1,4-benzodioxine-2-carboxamide",334.71,3.22,90.7,5,1,3
F3385-4073,3-(4-methoxyphenyl)-7-[2-(morpholin-4-yl)ethoxy]-4H-chromen-4-one,381.42,3.14,57.23,5,1,6
F0850-4773,3-(2-methoxyphenyl)-4-oxo-4H-chromen-7-yl propanoate,324.33,2.42,61.83,5,0,5
F2874-0131,"2-chloro-N-[4-(1-methyl-6-oxo-1,6-dihydropyridazin-3-yl)phenyl]-4-nitrobenzamide",384.77,1.98,104.91,5,2,4
F0466-0262,"2-(2,5-dioxopyrrolidin-1-yl)-N-[4-(4-nitrothiophen-2-yl)-1,3-thiazol-2-yl]acetamide",366.37,1.6,178.99,6,1,5
F0911-3695,"3-(2-methoxyphenyl)-4-oxo-4H-chromen-7-yl 2,2-dimethylpropanoate",352.38,3.13,61.83,5,0,4
F2384-0386,"4-chloro-N-[1-(2-methylpropyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]benzamide",356.85,4.24,49.41,2,1,4
F3323-0579,"4-[2-(5-fluoro-2-methoxyphenyl)-2-oxoethyl]-2,3,4,5-tetrahydro-1,4-benzoxazepine-3,5-dione",343.31,2.95,72.91,5,0,4
F3325-0126,"3-(4-benzylpiperazin-1-yl)-1-(2-ethylphenyl)pyrrolidine-2,5-dione",377.48,4.06,43.86,4,2,5
F3139-1062,4-oxo-3-phenyl-4H-chromen-7-yl propanoate,294.3,3.05,52.6,4,0,4
F3385-1569,"4-oxo-3-phenyl-4H-chromen-7-yl N,N-dimethylcarbamate",309.32,2.45,55.84,4,0,4
F3115-0070,"3-[(4-methoxyphenyl)amino]-1-(2-methyl-5-nitrophenyl)pyrrolidine-2,5-dione",355.34,3.03,101.78,6,1,5
F3139-0691,7-ethoxy-3-(4-methoxyphenyl)-2-methyl-4H-chromen-4-one,310.34,3.75,44.76,4,0,4
F8885-7819,"2-[(chloromethyl)sulfanyl]-1,3-benzothiazole",215.72,3.85,66.43,1,0,2
F3139-0931,"2-(6-bromo-2,4-dihydro-1,3-benzodioxin-8-yl)-4H-chromen-4-one",359.17,3.47,44.76,4,0,1
F0196-0180,3-(4-chlorophenyl)-7-hydroxy-4H-chromen-4-one,272.68,3.42,46.53,3,1,1
F1105-0218,"N-(1,3-dioxo-2,3-dihydro-1H-isoindol-5-yl)-2-nitrobenzamide",311.25,1.04,118.41,5,2,3
F2764-0083,"4-chloro-N-({1,4-dioxaspiro[4.4]nonan-2-yl}methyl)-3-nitrobenzamide",340.76,2.86,90.7,5,1,4
F0196-0030,7-methoxy-3-phenyl-4H-chromen-4-one,252.26,3.09,35.53,3,0,2
F1065-0364,"3-{[4-(morpholin-4-yl)phenyl]amino}-1-[3-(trifluoromethyl)phenyl]pyrrolidine-2,5-dione",419.4,3.32,61.88,5,2,4
F1065-0411,"1-(4-ethoxyphenyl)-3-{[4-(morpholin-4-yl)phenyl]amino}pyrrolidine-2,5-dione",395.45,2.56,71.11,6,2,6
F1065-0769,"3-{[4-(morpholin-4-yl)phenyl]amino}-1-[4-(trifluoromethyl)phenyl]pyrrolidine-2,5-dione",419.4,3.32,61.88,5,2,4
F3323-0624,"4-[2-(2-methoxy-5-methylphenyl)-2-oxoethyl]-2,3,4,5-tetrahydro-1,4-benzoxazepine-3,5-dione",339.34,3.26,72.91,5,0,4
F5252-0296,"N-(3,4-dichlorophenyl)-4-{[1-(4-methoxyphenyl)-1H-1,2,3,4-tetrazol-5-yl]methyl}piperazine-1-carboxamide",462.33,3.82,88.41,5,2,6
F3023-0959,"3-{[4-(morpholin-4-yl)phenyl]amino}-1-(2-phenylethyl)pyrrolidine-2,5-dione",379.45,3.21,61.88,5,2,6
F3325-0111,"1-(3-chlorophenyl)-3-[4-(4-fluorophenyl)piperazin-1-yl]pyrrolidine-2,5-dione",387.84,4.41,43.86,3,2,3
F0486-1748,2-{4-[cyano(4-methoxyphenyl)methyl]piperazin-1-yl}-2-(4-methoxyphenyl)acetonitrile,376.45,2.95,72.52,6,2,6
F0758-0077,7-ethoxy-3-phenyl-4H-chromen-4-one,266.29,3.62,35.53,3,0,3
F3139-1444,"3-(3,4-dimethoxyphenyl)-7-ethoxy-2-methyl-4H-chromen-4-one",340.37,3.48,53.99,5,0,5
F3385-1337,"3-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl 2,2-dimethylpropanoate",352.38,3.69,61.83,5,0,4
F3325-0133,"3-{[4-(dimethylamino)phenyl]amino}-1-(2-phenylethyl)pyrrolidine-2,5-dione",337.42,3.92,52.65,4,2,6
F3385-0858,3-(4-chlorophenyl)-4-oxo-4H-chromen-7-yl acetate,314.72,3.23,52.6,4,0,3
F3115-0096,"ethyl 4-[1-(naphthalen-1-yl)-2,5-dioxopyrrolidin-3-yl]piperazine-1-carboxylate",381.43,3.55,73.32,4,1,5
F2271-0010,"4-chloro-N-[2-(1-methyl-1,2,3,4-tetrahydroquinolin-6-yl)ethyl]benzamide",328.84,4.7,32.34,2,2,4
F3188-0123,"3-[(2H-1,3-benzodioxol-5-yl)amino]-1-(2-phenylethyl)pyrrolidine-2,5-dione",338.36,3.85,67.87,5,1,5
F3385-6145,7-methoxy-2-phenyl-4H-chromen-4-one,252.26,3.59,35.53,3,0,2
F3139-0612,"6-chloro-2-(3,4-dimethoxyphenyl)-4H-chromen-4-one",316.74,3.87,44.76,4,0,3
F3023-0884,"3-[(4-ethoxyphenyl)amino]-1-[4-(morpholin-4-yl)phenyl]pyrrolidine-2,5-dione",395.45,2.57,71.11,6,2,6
F0425-0019,"3-[(4-methoxyphenyl)amino]-1-(3-nitrophenyl)pyrrolidine-2,5-dione",341.32,2.93,101.78,6,1,5
F5460-0026,"N-[1-(1,3-benzothiazol-2-yl)-3-methyl-1H-pyrazol-5-yl]-3-(2,5-dioxopyrrolidin-1-yl)benzamide",431.47,1.98,125.43,5,1,4
F0196-0669,3-(4-bromophenyl)-7-hydroxy-4H-chromen-4-one,317.13,3.57,46.53,3,1,1
F0715-0381,"ethyl (2Z)-2-{[2-(2,5-dioxopyrrolidin-1-yl)acetyl]imino}-3,4-dimethyl-2,3-dihydro-1,3-thiazole-5-carboxylate",339.37,2.18,121.65,5,0,6
F3023-0394,"1-(2,4-dimethoxyphenyl)-3-[(4-ethylphenyl)amino]pyrrolidine-2,5-dione",354.4,3.63,67.87,5,1,6
F3139-0847,methyl 2-[(4-oxo-3-phenyl-4H-chromen-7-yl)oxy]acetate,310.3,2.7,61.83,5,0,5
F3023-0974,"1-(2,3-dichlorophenyl)-3-{[4-(morpholin-4-yl)phenyl]amino}pyrrolidine-2,5-dione",420.29,3.23,61.88,5,2,4
F3325-0121,"1-[(2H-1,3-benzodioxol-5-yl)methyl]-3-(4-benzylpiperazin-1-yl)pyrrolidine-2,5-dione",407.46,4.18,62.32,6,2,5
F0440-0365,"N-(2-benzoyl-4-chlorophenyl)-2-(2,5-dioxopyrrolidin-1-yl)acetamide",370.79,3.37,83.55,4,1,5
F0191-5659,N-(2-chloro-4-nitrophenyl)-2-methoxybenzamide,306.7,2.92,81.47,4,1,4
F0327-0387,"4-(2,5-dioxopyrrolidin-1-yl)-N-(2-methoxy-5-nitrophenyl)benzamide",369.33,0.56,118.85,6,1,5
F0196-0181,"3-(4-chlorophenyl)-5,7-dihydroxy-4H-chromen-4-one",288.68,3.78,66.76,4,2,1
F3325-0119,"3-(4-benzylpiperazin-1-yl)-1-(4-ethylphenyl)pyrrolidine-2,5-dione",377.48,4.46,43.86,4,2,5
F1199-0131,"1-(2-ethoxyphenyl)-3-{[4-(morpholin-4-yl)phenyl]amino}pyrrolidine-2,5-dione",395.45,2.56,71.11,6,2,6
F1190-0477,"3-(3,4-dimethoxyphenyl)-2-methyl-4-oxo-4H-chromen-7-yl acetate",354.35,2.38,71.06,6,0,5
F1457-0030,"2-{[1-(2-butoxyphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",400.45,3.18,122.1,6,1,8
F2545-0219,"4-chloro-N-(1,1-dioxo-1lambda6-thiolan-3-yl)-3-nitrobenzamide",318.73,0.5,114.76,5,1,3
F3139-0449,3-(2-methoxyphenyl)-7-[(2-methylprop-2-en-1-yl)oxy]-4H-chromen-4-one,322.35,3.63,44.76,4,0,5
F3139-0860,3-(4-chlorophenyl)-7-methoxy-4H-chromen-4-one,286.71,3.8,35.53,3,0,2
F1716-0347,2-sulfanylpyridine-3-carboxylic acid,155.17,1.63,88.99,3,2,1
F6374-0900,"1-{2-[(4-{[(4-methyl-1,3-thiazol-2-yl)sulfanyl]methyl}piperidin-1-yl)sulfonyl]ethyl}piperidine-2,6-dione",431.59,2.53,149.57,5,0,7
F0196-1335,"3-(2,3-dihydro-1,4-benzodioxin-6-yl)-6-ethyl-4-oxo-4H-chromen-7-yl acetate",366.36,3.48,71.06,6,0,4
F3099-7561,4-chloro-2-nitro-N-(2-phenylethyl)benzamide,304.73,3.02,72.24,3,1,5
F3139-0620,6-chloro-2-(2-methoxyphenyl)-4H-chromen-4-one,286.71,3.6,35.53,3,0,2
F0902-0905,"4-(3-{[4-(morpholin-4-yl)phenyl]amino}-2,5-dioxopyrrolidin-1-yl)phenyl acetate",409.44,1.46,88.18,7,2,6
F0327-0389,"4-(2,5-dioxopyrrolidin-1-yl)-N-(4-methoxy-2-nitrophenyl)benzamide",369.33,0.69,118.85,6,1,5
F1199-0083,"3-{[4-(morpholin-4-yl)phenyl]amino}-1-(3-nitrophenyl)pyrrolidine-2,5-dione",396.4,2.29,105.02,7,2,5
F3323-0587,"4-[2-(4-ethoxyphenyl)-2-oxoethyl]-2,3,4,5-tetrahydro-1,4-benzoxazepine-3,5-dione",339.34,3.29,72.91,5,0,5
F3023-0948,"1-{4-[(difluoromethyl)sulfanyl]phenyl}-3-{[4-(dimethylamino)phenyl]amino}pyrrolidine-2,5-dione",391.43,3.66,77.95,4,2,6
F3139-0636,2-(2-fluorophenyl)-7-methoxy-4H-chromen-4-one,270.26,3.73,35.53,3,0,2
F3230-0028,"3-(4-bromo-3,5-dimethyl-1H-pyrazol-1-yl)-1-[4-(2,4-dimethylbenzenesulfonyl)piperazin-1-yl]butan-1-one",497.45,4.44,83.89,4,0,6
F1537-0041,"1-(2,4-dimethoxyphenyl)-3-{[4-(morpholin-4-yl)phenyl]amino}pyrrolidine-2,5-dione",411.45,2.06,80.34,7,2,6
F3385-4501,"3-(3,4-dimethoxyphenyl)-7-[2-(4-methylpiperazin-1-yl)ethoxy]-4H-chromen-4-one dihydrochloride",424.49,1.94,60.47,7,2,7
F1593-0038,"3-(3-{[4-(morpholin-4-yl)phenyl]amino}-2,5-dioxopyrrolidin-1-yl)phenyl acetate",409.44,1.46,88.18,7,2,6
F3323-0630,"4-[2-(4-ethoxy-3-fluorophenyl)-2-oxoethyl]-2,3,4,5-tetrahydro-1,4-benzoxazepine-3,5-dione",357.33,3.28,72.91,5,0,5
F1199-0084,"1-(2-bromo-4-methylphenyl)-3-{[4-(morpholin-4-yl)phenyl]amino}pyrrolidine-2,5-dione",444.32,3.12,61.88,5,2,4
F3323-0591,"4-[2-(3-nitrophenyl)-2-oxoethyl]-2,3,4,5-tetrahydro-1,4-benzoxazepine-3,5-dione",340.29,2.45,106.82,6,0,4
F1383-0023,"2-({1-[2-(3,4-dimethoxyphenyl)ethyl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)pyridine-3-carboxylic acid",416.45,2.43,131.33,7,1,8
F0182-0152,"4-(2-nitrophenyl)-6-oxo-2-sulfanyl-1,4,5,6-tetrahydropyridine-3-carbonitrile; 4-methylmorpholine",275.28,0.65,134.83,4,2,2
F1199-0099,"1-(2-methyl-5-nitrophenyl)-3-{[4-(morpholin-4-yl)phenyl]amino}pyrrolidine-2,5-dione",410.42,2.38,105.02,7,2,5
F3139-1630,3-(4-bromophenyl)-4-oxo-4H-chromen-7-yl acetate,359.17,3.38,52.6,4,0,3
F3139-0633,6-bromo-2-(2-methoxyphenyl)-4H-chromen-4-one,331.16,3.75,35.53,3,0,2
F0196-0664,3-(4-bromophenyl)-7-methoxy-4H-chromen-4-one,331.16,3.95,35.53,3,0,2
F3205-0003,"tert-butyl 4-[2,5-dioxo-1-(2-phenylethyl)pyrrolidin-3-yl]piperazine-1-carboxylate",387.47,4.39,70.16,4,1,6
F1065-0214,"1-(4-ethoxyphenyl)-3-{[4-(piperidin-1-yl)phenyl]amino}pyrrolidine-2,5-dione",393.48,3.94,61.88,5,2,6
F3023-1007,"1-[4-(difluoromethoxy)phenyl]-3-{[4-(piperidin-1-yl)phenyl]amino}pyrrolidine-2,5-dione",415.43,3.86,61.88,5,2,6
F0196-0860,"2-(6-bromo-2,4-dihydro-1,3-benzodioxin-8-yl)-7-methoxy-4H-chromen-4-one",389.2,3.56,53.99,5,0,2
F3385-2700,3-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl 2-methylpropanoate,338.35,3.29,61.83,5,0,5
F1065-0021,"1-{4-[(difluoromethyl)sulfanyl]phenyl}-3-{[4-(morpholin-4-yl)phenyl]amino}pyrrolidine-2,5-dione",433.47,2.95,87.18,5,2,6
F2823-0077,"N-{1-tert-butyl-4-oxo-1H,4H,5H-pyrazolo[3,4-d]pyrimidin-5-yl}-4-chloro-3-nitrobenzamide",390.78,0.97,122.73,6,1,3
F0902-0375,"3-[(4-methoxyphenyl)amino]-1-(2-propoxyphenyl)pyrrolidine-2,5-dione",354.4,3.74,67.87,5,1,7
F1219-1682,"5-(3,4-dimethoxyphenyl)-2,3-dihydro-1,3,4-oxadiazole-2-thione",238.26,1.81,84.17,5,2,3
F1593-0044,"1-[4-(difluoromethoxy)phenyl]-3-{[4-(morpholin-4-yl)phenyl]amino}pyrrolidine-2,5-dione",417.41,2.48,71.11,6,2,6
F3139-0846,ethyl 2-[(4-oxo-3-phenyl-4H-chromen-7-yl)oxy]acetate,324.33,3.23,61.83,5,0,6
F6660-2140,"3-(3-cyclopropyl-1,2,4-oxadiazol-5-yl)piperidine",193.25,0.33,50.95,3,1,2
F3385-3642,"8-[(diethylamino)methyl]-3-(3,4-dimethoxyphenyl)-7-hydroxy-4H-chromen-4-one",383.44,3.22,68.23,5,2,7
F2763-0082,"4-chloro-N-({1,4-dioxaspiro[4.5]decan-2-yl}methyl)-3-nitrobenzamide",354.79,3.68,90.7,5,1,4
F3325-0131,"methyl 4-(3-{[4-(dimethylamino)phenyl]amino}-2,5-dioxopyrrolidin-1-yl)benzoate",367.4,3.13,78.95,6,2,6
F3139-0832,propan-2-yl 2-[(4-oxo-3-phenyl-4H-chromen-7-yl)oxy]acetate,338.35,3.54,61.83,5,0,6
F3385-0024,3-(4-bromophenyl)-7-ethoxy-4H-chromen-4-one,345.19,4.48,35.53,3,0,3
F2261-0203,"2-chloro-N-(5-ethyl-3,3-dimethyl-4-oxo-2,3,4,5-tetrahydro-1,5-benzoxazepin-8-yl)-4-nitrobenzamide",417.84,3.32,101.78,5,1,4
F3385-5409,"2-{[3-(3,4-dimethoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}acetic acid",356.33,2.04,91.29,7,0,6
F1175-0173,4-(2-chloro-4-nitrobenzamido)benzoic acid,320.68,2.58,109.54,5,1,4
F2769-0191,"4-chloro-N-[1-(2-methylpropanoyl)-1,2,3,4-tetrahydroquinolin-6-yl]benzamide",356.85,4.03,49.41,2,1,4
F2271-0197,"4-chloro-N-[2-(1-ethyl-1,2,3,4-tetrahydroquinolin-6-yl)ethyl]benzamide",342.86,5.23,32.34,2,2,5
F3205-0077,"1-{4-[(difluoromethyl)sulfanyl]phenyl}-3-(4-phenylpiperazin-1-yl)pyrrolidine-2,5-dione",417.47,4.15,69.16,3,2,5
F5526-0149,2-chloro-N-[2-(4-fluorophenoxy)ethyl]-4-nitrobenzamide,338.72,3.27,81.47,4,1,6
F1199-0132,"1-(2H-1,3-benzodioxol-5-yl)-3-{[4-(morpholin-4-yl)phenyl]amino}pyrrolidine-2,5-dione",395.41,2.02,80.34,7,2,4
F3139-0615,6-fluoro-2-(2-fluorophenyl)-4H-chromen-4-one,258.22,3.77,26.3,2,0,1
F3228-0186,"5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl N,N-dimethylcarbamate",325.32,3.51,76.07,5,1,4
F0440-0362,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2E)-3-methyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",303.34,2.78,95.35,3,0,3
F3385-4502,"3-(3,4-dimethoxyphenyl)-7-[2-(morpholin-4-yl)ethoxy]-4H-chromen-4-one",411.45,2.87,66.46,6,1,7
F1199-0088,"methyl 4-(3-{[4-(morpholin-4-yl)phenyl]amino}-2,5-dioxopyrrolidin-1-yl)benzoate",409.44,2.42,88.18,7,2,6
F2545-0216,"4-chloro-N-(1,1-dioxo-1lambda6-thiolan-3-yl)-N-ethyl-3-nitrobenzamide",346.79,0.69,105.97,5,0,5
F2545-0439,"4-chloro-N-methyl-N-(3-methyl-1,1-dioxo-1lambda6-thiolan-3-yl)-3-nitrobenzamide",346.79,0.68,105.97,5,0,4
F0196-1334,"3-(2H-1,3-benzodioxol-5-yl)-6-ethyl-4-oxo-4H-chromen-7-yl acetate",352.34,3.52,71.06,6,0,4
F1298-0076,"ethyl 3-carbamoyl-2-[2-(2,5-dioxopyrrolidin-1-yl)acetamido]-4H,5H,6H,7H-thieno[2,3-c]pyridine-6-carboxylate",408.43,0.44,167.35,6,2,7
F0777-2196,"2-[(E)-[(3,5-dichloro-2-hydroxyphenyl)methylidene]amino]cyclopent-1-ene-1-carbonitrile",281.14,3.1,56.38,3,2,2
F3139-0638,6-fluoro-2-(4-fluorophenyl)-4H-chromen-4-one,258.22,3.77,26.3,2,0,1
F0834-1059,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2E)-6-fluoro-3-methyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",321.33,2.92,95.35,3,0,3
F1567-0169,"2,4-dichloro-N-(4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl)benzamide",321.2,2.23,106.8,3,1,2
F1814-1807,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2Z)-4-fluoro-3-methyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",321.33,2.92,95.35,3,0,3
F2384-0515,"4-chloro-N-[1-(3-methylbutyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]benzamide",370.87,4.77,49.41,2,1,5
F3385-3769,"5-methoxy-4-oxo-2-phenyl-4H-chromen-7-yl N,N-dimethylcarbamate",339.34,2.99,65.07,5,0,5
F0834-1057,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(2E)-4-methoxy-3-methyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]acetamide",333.36,2.7,104.58,4,0,4
F1691-2965,"1-acetyl-3-[(2Z,5Z)-3-ethyl-2-(ethylimino)-4-oxo-1,3-thiazolidin-5-ylidene]-2,3-dihydro-1H-indol-2-one",343.4,1.97,95.35,4,0,3
F3095-1899,"2-{[1,1'-biphenyl]-4-yloxy}-1-(4-methylpiperidin-1-yl)ethan-1-one",309.4,4.57,29.54,2,0,5
F3139-0414,7-(acetyloxy)-3-(4-methoxyphenyl)-4-oxo-4H-chromen-5-yl acetate,368.34,1.9,88.13,7,0,6
F3139-1025,5-(acetyloxy)-3-(2-methoxyphenyl)-4-oxo-4H-chromen-7-yl acetate,368.34,1.34,88.13,7,0,6
F1799-0504,"3-[(adamantan-1-yl)amino]-1-benzylpyrrolidine-2,5-dione",338.44,4.35,49.41,2,1,4
F1814-1805,"N-[(2Z)-4,6-difluoro-3-methyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",339.32,3.06,95.35,3,0,3
F1175-0231,1-(4-chloro-3-nitrobenzoyl)-4-methylpiperidine,282.72,2.81,63.45,3,0,3
F0440-0364,"N-[(2E)-3,6-dimethyl-2,3-dihydro-1,3-benzothiazol-2-ylidene]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",317.36,3.28,95.35,3,0,3
F5460-0486,"3-(2,5-dioxopyrrolidin-1-yl)-N-[1-(6-fluoro-1,3-benzothiazol-2-yl)-3-methyl-1H-pyrazol-5-yl]benzamide",449.46,2.12,125.43,5,1,4
F3023-0930,"1-[2-(3,4-dimethoxyphenyl)ethyl]-3-{[4-(dimethylamino)phenyl]amino}pyrrolidine-2,5-dione",397.47,3.57,71.11,6,2,8
F3023-0969,"ethyl 4-(3-{[4-(morpholin-4-yl)phenyl]amino}-2,5-dioxopyrrolidin-1-yl)benzoate",423.46,2.95,88.18,7,2,7
F3350-0591,"4-(2,5-dioxopyrrolidin-1-yl)-N-(4-fluorophenyl)benzene-1-sulfonamide",348.35,1.09,91.93,5,1,4
F3385-0042,ethyl 3-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl carbonate,340.33,2.76,71.06,6,0,6
F2049-0479,"N-(1-benzoyl-1,2,3,4-tetrahydroquinolin-7-yl)benzamide",356.42,3.55,49.41,2,1,4
F3385-4229,ethyl 2-{[3-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}acetate,354.35,3.17,71.06,6,0,7
F0847-0015,phenyl N-(2-hydroxy-5-nitrophenyl)carbamate,274.23,3.12,101.7,5,2,4
F3323-0626,"4-[2-(4-methoxy-3-nitrophenyl)-2-oxoethyl]-2,3,4,5-tetrahydro-1,4-benzoxazepine-3,5-dione",370.31,2.38,116.05,7,0,5
F3367-0019,"4-[(2,5-dioxopyrrolidin-1-yl)methyl]-N-(3-methylphenyl)benzene-1-sulfonamide",358.41,1.91,91.93,5,1,5
F3023-1010,"methyl 4-(2,5-dioxo-3-{[4-(piperidin-1-yl)phenyl]amino}pyrrolidin-1-yl)benzoate",407.46,3.8,78.95,6,2,6
F3385-2702,"3-(3,4-dimethoxyphenyl)-4-oxo-4H-chromen-7-yl N,N-dimethylcarbamate",369.37,2.12,74.3,6,0,6
F1318-0203,"5-[(dimethylcarbamoyl)oxy]naphthalen-1-yl N,N-dimethylcarbamate",302.33,2.01,59.08,4,0,6
